1_5-gram-most-False_5000,5000,0.050000,0.000010,0.000100,68.940000
1_5-gram-most-False_5000,5000,0.100000,0.000010,0.000100,67.740000
1_5-gram-most-False_5000,5000,0.150000,0.000010,0.000100,66.980000
1_5-gram-most-False_5000,5000,0.300000,0.000010,0.000100,63.100000
1_5-gram-most-False_5000,5000,0.500000,0.000010,0.000100,52.980000
1_5-gram-most-False_5000,5000,0.050000,0.000010,0.001000,92.000000
1_5-gram-most-False_5000,5000,0.100000,0.000010,0.001000,91.700000
1_5-gram-most-False_5000,5000,0.150000,0.000010,0.001000,92.280000
1_5-gram-most-False_5000,5000,0.300000,0.000010,0.001000,66.560000
1_5-gram-most-False_5000,5000,0.500000,0.000010,0.001000,57.000000
1_5-gram-most-False_5000,5000,0.050000,0.000010,0.010000,92.260000
1_5-gram-most-False_5000,5000,0.100000,0.000010,0.010000,92.180000
1_5-gram-most-False_5000,5000,0.150000,0.000010,0.010000,92.260000
1_5-gram-most-False_5000,5000,0.300000,0.000010,0.010000,91.920000
1_5-gram-most-False_5000,5000,0.050000,0.000100,0.000100,73.620000,99.714286,98.266667
1_5-gram-most-False_5000,5000,0.500000,0.000010,0.010000,91.420000,25.714286,27.000000
1_5-gram-most-False_5000,5000,0.050000,0.001000,0.000100,2.980000,99.714286,98.266667
1_5-gram-most-False_5000,5000,0.100000,0.000100,0.000100,69.920000,99.714286,98.266667
1_5-gram-most-False_6000,6000,0.050000,0.000010,0.000100,68.840000,99.714286,98.266667
1_5-gram-most-False_5000,5000,0.150000,0.000100,0.000100,66.700000,99.714286,98.266667
1_5-gram-most-False_6000,6000,0.100000,0.000010,0.000100,67.760000,99.714286,98.266667
1_5-gram-most-False_5000,5000,0.100000,0.001000,0.000100,2.500000,99.714286,98.266667
1_5-gram-most-False_6000,6000,0.150000,0.000010,0.000100,66.760000,99.714286,98.266667
1_5-gram-most-False_5000,5000,0.300000,0.000100,0.000100,59.780000,99.714286,98.266667
1_5-gram-most-False_5000,5000,0.150000,0.001000,0.000100,2.000000,99.714286,98.266667
1_5-gram-most-False_5000,5000,0.500000,0.000100,0.000100,51.620000,99.714286,98.266667
1_5-gram-most-False_6000,6000,0.300000,0.000010,0.000100,62.300000,99.714286,98.266667
1_5-gram-most-False_6000,6000,0.500000,0.000010,0.000100,53.700000,99.714286,98.266667
1_5-gram-most-False_5000,5000,0.300000,0.001000,0.000100,2.500000,99.714286,98.266667
1_5-gram-most-False_5000,5000,0.050000,0.000100,0.001000,92.380000,20.857143,22.266667
1_5-gram-most-False_5000,5000,0.500000,0.001000,0.000100,3.220000,99.714286,98.266667
1_5-gram-most-False_5000,5000,0.100000,0.000100,0.001000,92.780000,20.571429,21.400000
1_5-gram-most-False_6000,6000,0.050000,0.000010,0.001000,91.880000,20.857143,22.733333
1_5-gram-most-False_5000,5000,0.050000,0.001000,0.001000,2.440000,97.714286,97.333333
1_5-gram-most-False_5000,5000,0.150000,0.000100,0.001000,92.000000,20.857143,22.933333
1_5-gram-most-False_6000,6000,0.100000,0.000010,0.001000,91.780000,21.142857,22.533333
1_5-gram-most-False_5000,5000,0.100000,0.001000,0.001000,2.920000,97.714286,97.333333
1_5-gram-most-False_5000,5000,0.300000,0.000100,0.001000,91.240000,26.000000,27.533333
1_5-gram-most-False_6000,6000,0.150000,0.000010,0.001000,92.100000,19.714286,22.666667
1_5-gram-most-False_5000,5000,0.150000,0.001000,0.001000,2.000000,97.714286,97.333333
1_5-gram-most-False_5000,5000,0.500000,0.000100,0.001000,54.620000,96.000000,95.600000
1_5-gram-most-False_6000,6000,0.300000,0.000010,0.001000,66.500000,97.714286,97.333333
1_5-gram-most-False_5000,5000,0.050000,0.000100,0.010000,92.720000,19.714286,21.200000
1_5-gram-most-False_5000,5000,0.300000,0.001000,0.001000,2.600000,97.714286,97.333333
1_5-gram-most-False_6000,6000,0.500000,0.000010,0.001000,56.860000,97.714286,97.333333
1_5-gram-most-False_5000,5000,0.100000,0.000100,0.010000,93.000000,20.571429,20.800000
1_5-gram-most-False_5000,5000,0.150000,0.000100,0.010000,92.500000,21.142857,23.000000
1_5-gram-most-False_6000,6000,0.050000,0.000010,0.010000,92.460000,19.142857,22.733333
1_5-gram-most-False_5000,5000,0.500000,0.001000,0.001000,3.240000,97.142857,96.666667
1_5-gram-most-False_5000,5000,0.300000,0.000100,0.010000,91.760000,25.142857,26.800000
1_5-gram-most-False_6000,6000,0.100000,0.000010,0.010000,91.960000,18.285714,22.066667
1_5-gram-most-False_5000,5000,0.050000,0.001000,0.010000,4.440000,97.714286,97.333333
1_5-gram-most-False_2000,2000,0.050000,0.000010,0.010000,91.760000,22.000000,23.933333
1_5-gram-most-False_6000,6000,0.050000,0.000100,0.010000,92.220000,20.571429,21.000000
1_5-gram-most-False_1000,1000,0.050000,0.000010,0.010000,92.060000,21.714286,24.066667
1_5-gram-most-False_2000,2000,0.050000,0.000010,0.001000,91.220000,22.285714,24.133333
1_5-gram-most-False_2000,2000,0.050000,0.000100,0.010000,92.300000,19.714286,21.866667
1_5-gram-most-False_6000,6000,0.050000,0.000100,0.001000,91.680000,20.571429,21.466667
1_5-gram-most-False_7000,7000,0.050000,0.000010,0.010000,91.840000,20.000000,22.400000
1_5-gram-most-False_1000,1000,0.050000,0.000100,0.010000,92.240000,21.142857,22.866667
1_5-gram-most-False_1000,1000,0.050000,0.000010,0.001000,91.640000,22.571429,24.800000
1_5-gram-most-False_4000,4000,0.050000,0.000010,0.010000,91.780000,18.857143,22.733333
1_5-gram-most-False_2000,2000,0.050000,0.000100,0.001000,91.980000,21.142857,23.066667
1_5-gram-most-False_7000,7000,0.050000,0.000100,0.010000,93.060000,18.857143,20.266667
1_5-gram-most-False_8000,8000,0.050000,0.000010,0.010000,92.580000,19.428571,21.200000
1_5-gram-most-False_1000,1000,0.050000,0.000100,0.001000,92.000000,21.428571,22.866667
1_5-gram-most-False_4000,4000,0.050000,0.000100,0.010000,92.560000,20.285714,21.133333
1_5-gram-most-False_7000,7000,0.050000,0.000010,0.001000,91.720000,20.000000,22.466667
1_5-gram-most-False_8000,8000,0.050000,0.000100,0.010000,92.760000,21.428571,18.733333
1_5-gram-most-False_10000,10000,0.050000,0.000010,0.010000,92.300000,21.142857,22.400000
1_5-gram-most-False_4000,4000,0.050000,0.000010,0.001000,91.540000,20.285714,22.266667
1_5-gram-most-False_7000,7000,0.050000,0.000100,0.001000,92.600000,17.714286,21.133333
1_5-gram-most-False_3000,3000,0.050000,0.000010,0.010000,92.360000,18.571429,22.066667
1_5-gram-most-False_10000,10000,0.050000,0.000100,0.010000,92.220000,19.142857,19.533333
1_5-gram-most-False_8000,8000,0.050000,0.000010,0.001000,92.300000,21.714286,22.466667
1_5-gram-most-False_3000,3000,0.050000,0.000100,0.010000,92.540000,19.714286,21.533333
1_5-gram-most-False_4000,4000,0.050000,0.000100,0.001000,92.500000,21.428571,21.133333
1_5-gram-most-False_9000,9000,0.050000,0.000010,0.010000,92.100000,22.571429,22.000000
1_5-gram-chi-False_5000,5000,0.050000,0.000010,0.010000,92.080000,22.857143,22.933333
1_5-gram-most-False_9000,9000,0.050000,0.000100,0.010000,92.200000,20.285714,20.000000
1_5-gram-chi-False_6000,6000,0.050000,0.000010,0.010000,92.160000,22.857143,23.800000
1_5-gram-most-False_10000,10000,0.050000,0.000010,0.001000,91.960000,22.571429,22.666667
1_5-gram-most-False_8000,8000,0.050000,0.000100,0.001000,92.600000,21.428571,19.333333
1_5-gram-chi-False_5000,5000,0.050000,0.000100,0.010000,91.520000,22.000000,22.533333
1_5-gram-chi-False_2000,2000,0.050000,0.000010,0.010000,91.060000,24.000000,24.800000
1_5-gram-chi-False_6000,6000,0.050000,0.000100,0.010000,91.880000,22.571429,22.066667
1_5-gram-chi-False_1000,1000,0.050000,0.000010,0.010000,89.260000,25.714286,27.933333
1_5-gram-most-False_3000,3000,0.050000,0.000010,0.001000,92.060000,19.714286,22.666667
1_5-gram-chi-False_2000,2000,0.050000,0.000100,0.010000,90.420000,23.714286,24.466667
1_5-gram-chi-False_7000,7000,0.050000,0.000010,0.010000,91.640000,22.285714,22.600000
1_5-gram-chi-False_1000,1000,0.050000,0.000100,0.010000,88.820000,24.285714,28.133333
1_5-gram-most-False_10000,10000,0.050000,0.000100,0.001000,91.920000,17.142857,19.733333
1_5-gram-chi-False_4000,4000,0.050000,0.000010,0.010000,91.780000,21.142857,22.866667
1_5-gram-chi-False_7000,7000,0.050000,0.000100,0.010000,91.320000,22.571429,23.266667
1_5-gram-most-False_9000,9000,0.050000,0.000010,0.001000,91.640000,21.142857,23.133333
1_5-gram-most-False_3000,3000,0.050000,0.000100,0.001000,92.600000,19.714286,21.600000
1_5-gram-chi-False_8000,8000,0.050000,0.000010,0.010000,92.480000,20.857143,21.666667
1_5-gram-chi-False_4000,4000,0.050000,0.000100,0.010000,91.480000,23.714286,24.600000
1_5-gram-chi-False_5000,5000,0.050000,0.000010,0.001000,91.880000,23.142857,23.066667
1_5-gram-chi-False_8000,8000,0.050000,0.000100,0.010000,91.980000,20.000000,22.133333
1_5-gram-chi-False_10000,10000,0.050000,0.000010,0.010000,92.440000,18.571429,21.400000
1_5-gram-chi-False_3000,3000,0.050000,0.000010,0.010000,91.720000,23.428571,23.733333
1_5-gram-most-False_9000,9000,0.050000,0.000100,0.001000,91.960000,19.428571,20.866667
1_5-gram-chi-False_6000,6000,0.050000,0.000010,0.001000,91.760000,24.285714,23.600000
1_5-gram-chi-False_10000,10000,0.050000,0.000100,0.010000,92.100000,19.714286,22.133333
1_5-gram-chi-False_9000,9000,0.050000,0.000010,0.010000,92.360000,21.714286,22.400000
1_5-gram-chi-False_3000,3000,0.050000,0.000100,0.010000,91.120000,24.571429,23.800000
1_5-gram-chi-False_5000,5000,0.050000,0.000100,0.001000,91.100000,22.285714,24.066667
1_5-gram-chi-False_2000,2000,0.050000,0.000010,0.001000,90.620000,25.142857,25.000000
1_5-gram-chi-True_5000,5000,0.050000,0.000010,0.010000,91.600000,23.142857,23.466667
1_5-gram-chi-False_9000,9000,0.050000,0.000100,0.010000,91.940000,18.285714,21.600000
